titulo,tipo,categoria,descripcion,telefono,direccion,rating,cantidad_reviews,url,nivel_precio,quality_score,verificado,estado_actual,latitud,longitud
Braus | Tienda de Cerveza | Bar De Cerveza Artesanal,Bar,Beer store,,,"Juncal 3626, C1425AYZ Cdad. Autónoma de Buenos Aires",4.6,367,https://www.instagram.com/braustienda/,,27.177181515577082,True,close,-34.5833095,-58.413805399999994
Pizzeria San Antonio Colegiales,Cafetería,Pizza restaurant,,5491145544227.0,"Av. Federico Lacroze 3217, C1426CQF Cdad. Autónoma de Buenos Aires",4.2,641,,moderate,27.15127087549784,True,close,-34.5781664,-58.449767099999995
Bar Ping pong,Bar,Bar,"Bar Ping pong NTE, es un espacio de entrenamiento físico especializado en tenis de mesa.
Masajes, fisioterapia, Nutrición, entrenamientos grupales e individuales.",5491158767333.0,"Teodoro García 2655, C1426 Cdad. Autónoma de Buenos Aires",4.7,320,https://www.barpingpong.com.ar/,,27.125773278711076,True,open,-34.5721723,-58.4475272
"Doble Sentido, Bar Cultural",Bar,Bar,"Somos un restobar cultural independiente en el corazón de Villa Crespo. Te esperamos con desayunos y meriendas con rico ☕️ y exquisita pastelería francesa 🥐. Al mediodía, disfrutá nuestro menú ejecutivo de casa sano y sabroso 🥕🥬🍅, y por la noche, elegí tenemos 18 canillas de cerveza artesanal 🍺 y gin tirado 🍸.

Arte y música tienen lugar en nuestra casa toda la semana: eventos de música en vivo, ciclos culturales, roda samba, forró, milongas y más. Consultá la agenda actualizada en nuestras redes o web.

💛 Somos también un espacio abierto a eventos privados sociales y corporativos. Escribinos para coordinar tu propuesta.",5491123975736.0,"Loyola 788, C1414 Cdad. Autónoma de Buenos Aires",4.6,359,https://doblesentidobarcultural.com.ar/,inexpensive,27.076078544670715,True,open,-34.5937535,-58.437724
gris gris,Bar,Bar,Bar de escucha,,"José A. Cabrera 5918, C1414 Cdad. Autónoma de Buenos Aires",4.4,464,https://instagram.com/grisgrisbar?igshid=NmZiMzY2Mjc=,moderate,27.024964584584367,True,close,-34.5832878,-58.4415808
CANTI BAR,Bar,Restaurant,,,"Bonpland 882, C1414 Cdad. Autónoma de Buenos Aires",4.6,354,https://www.instagram.com/cantibar__/?hl=es-la,moderate,27.01174183158691,True,close,-34.589728199999996,-58.445394799999995
BUCAREST Gastro Bar,Bar,Bar,"""BUCAREST"" Gastro Bar & Hookah Lounge
📍Nos encontramos en el corazón de Buenos Aires, en una locación impresionante y lista para darles la bienvenida a todos. Nuestro bar, lleno de personalidad, combina perfectamente la vibra de lo antiguo y lo moderno, creando un ambiente acogedor y lleno de estilo.

En nuestro menú, encontrarán una amplia selección de bebidas de autor, cervezas artesanales y los vinos más exquisitos de nuestra región. También contamos con deliciosas opciones gastronómicas para acompañar cada trago. 🍻🍷🍴

Este es el lugar perfecto para pasar un buen rato con amigos, familia o simplemente disfrutar de un momento agradable después del trabajo.

💨 Contamos con la mejor barra de Hookah Premium de Argentina.",5491132788925.0,"Av. Raúl Scalabrini Ortiz 659, C1414 Cdad. Autónoma de Buenos Aires",4.6,352,https://instagram.com/bucarest_bar?utm_source=qr&igshid=NGExMmI2YTkyZg==,moderate,26.985753061893163,True,close,-34.597514,-58.434714799999995
Las Patriotas,Bar,Bar,,,"Paunero 2880, C1425 C1425DID, Cdad. Autónoma de Buenos Aires",4.3,519,,moderate,26.89146388977453,True,close,-34.5807097,-58.4084892
Kopi cafe,Cafetería,Cafeteria,Cafe de Especialidad,,"Báez 419, C1426BRI Cdad. Autónoma de Buenos Aires",4.4,447,https://www.instagram.com/somoskopi,,26.861090222625936,True,close,-34.5711126,-58.4324793
Bryant,Cafetería,Cafe,,5491147748411.0,"Soldado de la Independencia 1002, C1426 BTN, Cdad. Autónoma de Buenos Aires",4.2,598,,moderate,26.860098712084888,True,close,-34.566063299999996,-58.437200399999995
PointPark ORO,Cafetería,Parking lot,Somos una empresa dedicada al servicio de nuestro clientes,5491152649110.0,"Fray Justo Sta. María de Oro 2150, C1425AAQ Cdad. Autónoma de Buenos Aires",4.4,444,https://www.pointpark.com.ar/,,26.83152684153146,True,open,-34.5828658,-58.427731599999994
CUADRA RESTAURANT,Cafetería,Restaurant,,,"Concepción Arenal 2629, C1426 Cdad. Autónoma de Buenos Aires",4.3,507,https://instagram.com/cuadrarestaurant?igshid=YmMyMTA2M2Y=,,26.79107022458747,True,open,-34.5761876,-58.439501699999994
Vittoriano Café,Bar,Cafe,"Somos un Bar/ Cafe hecho en familia, con ganas de compartir con uds. un poco mas que sabores y tradiciones.",5491148559712.0,"Cnel. Apolinario Figueroa 300, C1414EDF Cdad. Autónoma de Buenos Aires",4.2,588,https://www.facebook.com/vittorianocafe/,inexpensive,26.789389971336664,True,temporarily_closed,-34.604185199999996,-58.445184399999995
Vittoriano Café,Cafetería,Cafe,"Somos un Bar/ Cafe hecho en familia, con ganas de compartir con uds. un poco mas que sabores y tradiciones.",5491148559712.0,"Cnel. Apolinario Figueroa 300, C1414EDF Cdad. Autónoma de Buenos Aires",4.2,588,https://www.facebook.com/vittorianocafe/,inexpensive,26.789389971336664,True,temporarily_closed,-34.604185199999996,-58.445184399999995
MASTROPUEBLO,Bar,Karaoke bar,Karaoke bar .eventos privados. Tragos .música diversión. Cumpleaños despedidas. Solo o acompañado,,"Virrey Avilés 2903, C1426 Cdad. Autónoma de Buenos Aires",4.1,687,https://www.mastropueblo.com/,moderate,26.788534235526708,True,close,-34.570291499999996,-58.4564859
Un Altra Volta,Cafetería,Ice cream shop,,5491148065469.0,"Av. Cnel. Díaz 2614, C1425 Cdad. Autónoma de Buenos Aires",4.2,581,,expensive,26.739175880472043,True,close,-34.5821417,-58.4056337
Forrest Gump,Bar,Bar,"Bar y restaurante de barrio, platos caseros y económicos.",5491147721490.0,"Av. Federico Lacroze 2393, C1426 CPI, Cdad. Autónoma de Buenos Aires",4.0,773,,moderate,26.60628749435891,True,open,-34.569624399999995,-58.444773999999995
Forrest Gump,Cafetería,Bar,"Bar y restaurante de barrio, platos caseros y económicos.",5491147721490.0,"Av. Federico Lacroze 2393, C1426 CPI, Cdad. Autónoma de Buenos Aires",4.0,773,,moderate,26.60628749435891,True,open,-34.569624399999995,-58.444773999999995
COCHILOCO BAR,Bar,Bar,"Bar.
Comida al paso, cerveza artesanal e industrial, vermú, sidra tirada y cocktails.
🍻🍹🍷🍔🍕",5491167825029.0,"Juan Ramírez de Velasco 615, C1414 Cdad. Autónoma de Buenos Aires",4.8,253,https://instagram.com/cochilocobar?igshid=YmMyMTA2M2Y=,,26.579204481688976,True,close,-34.597282299999996,-58.4376098
Piur Café de Especialidad,Cafetería,Coffee shop,"Café de Especialidad & Sabores de Autor

HORARIOS:
Lunes a domingos de 8:00 a 20:00 hs",,"Vera 256, C1414 Cdad. Autónoma de Buenos Aires",4.4,418,https://menu.fu.do/piurcafe/qr-menu,,26.566632047657407,True,open,-34.6012681,-58.4357944
Like at home,Cafetería,Coffee shop,,5491148251831.0,"Laprida 1782, C1425EKP Cdad. Autónoma de Buenos Aires",3.8,1069,,moderate,26.506572924332616,True,close,-34.589333599999996,-58.402166099999995
Ro,Bar,Bar,"Inspirado en la cultura electrónica, que se refleja en su arquitectura y decoración, Ro es el primer techno bar de Buenos Aires. Con una amplia programación de artistas underground de Buenos Aires, abre sus puertas de martes a domingos y vísperas de feriados.",,"Thames 1625, C1414DDG Cdad. Autónoma de Buenos Aires",4.3,472,http://espacioro.ar/,inexpensive,26.484110170515308,True,close,-34.5879294,-58.4307305
TOUB (The Old Uncle's Beer),Bar,Bar,,5491167616538.0,"Amenábar 786, C1426 Capital, Cdad. Autónoma de Buenos Aires",4.4,410,,moderate,26.481810143783434,True,close,-34.5721547,-58.4470597
El nilo,Cafetería,Shawarma restaurant,Especialistas en Shawarma y Falafel 🥙 🌯,5491148924448.0,"Vera 390, C1414 Cdad. Autónoma de Buenos Aires",4.3,469,https://instagram.com/elnilo_comidaarabe,moderate,26.45675058722765,True,close,-34.6000784,-58.4368846
La Panera Rosa Aeroparque,Cafetería,Restaurant,"Descubre La Panera Rosa, un restaurante único con influencias de la cocina francesa y norteamericana que nunca cierra. Ofrecemos productos caseros como pan, pastas y pastelería, además de ensaladas, crepes, waffles y opciones dulces y saladas. Ven a disfrutar de desayunos, brunch y meriendas. Con locales en Buenos Aires, Paraguay, Chile, Uruguay y ahora en Madrid, formamos parte de un grupo gastronómico con amplia experiencia. ¡Ven y disfruta con nosotros!",,"Av. Costanera Rafael Obligado s/n, C1425 Cdad. Autónoma de Buenos Aires",4.0,744,https://www.lapanerarosa.com.ar/,moderate,26.45353687351824,True,open,-34.560199,-58.4079923
Bronson Brewing,Bar,Bar,"Bar de fábrica ubicado en el barrio de Palermo donde buscamos generar una experiencia gastronómico distinta a los bares clásicos de cerveza artesanal con la fábrica donde se elaboran todas nuestras cervezas en el fondo. Además, buscamos una variedad de platos clásicos con una reversión al estilo Bronson.",5491161342197.0,"Gorriti 4346, C1414 Cdad. Autónoma de Buenos Aires",4.5,351,https://linktr.ee/bronsonbrewing,,26.386340290191434,True,close,-34.5938872,-58.4248674
La Chatita Cafetería,Cafetería,Coffee shop,"Cafetería de especialidad, ambiente ameno y muy rica comida ubicada en el barrio de Palermo.",5491123004181.0,"El Salvador 4068, C1175 Cdad. Autónoma de Buenos Aires",4.4,398,https://instagram.com/lachatita.cafe?igshid=MzRlODBiNWFlZA==,,26.3514302343154,True,close,-34.5928569,-58.4203896
Bar Barril,Bar,Bar,,5491150466186.0,"Vera 715, C1414AOO C1414AOO, Cdad. Autónoma de Buenos Aires",4.6,305,http://instagram.com/barbarril._,,26.32849146898095,True,close,-34.597055399999995,-58.4394159
Boiro café,Cafetería,Coffee shop,"Cafetería y pastelería de especialidad , todo casero y con la mejor calidad.",,"Juan Ramírez de Velasco 202, C1414 Cdad. Autónoma de Buenos Aires",4.4,395,,,26.318222529519716,True,close,-34.6008561,-58.4345211
Renée Je T'Aime,Bar,Bar,Loungr Bar -,5491156031186.0,"Honduras 5624, C1414 Cdad. Autónoma de Buenos Aires",3.8,1001,,moderate,26.257062470250276,True,close,-34.5839747,-58.4367022
Richard's Delivery,Bar,Restaurant,,5491148216188.0,"Julián Álvarez 2407, C1425 DHK, Cdad. Autónoma de Buenos Aires",4.6,299,,inexpensive,26.237399383418524,True,close,-34.587319799999996,-58.4154425
Café Villa Crespo,Cafetería,Coffee shop,"Cafetería de Especialidad en Villa Crespo!
Café del barrio!",,"Aráoz 32, C1414 C1414DPB, Cdad. Autónoma de Buenos Aires",4.3,442,https://instagram.com/cafevillacrespo?igshid=YmMyMTA2M2Y=,,26.20235001119408,True,open,-34.602292399999996,-58.441142799999994
BUO CAFE,Cafetería,Coffee shop,Cafeteria y pasteleria de especialidad en pleno Belgrano.,,"Virrey Avilés 2712, C1426EDB Cdad. Autónoma de Buenos Aires",4.3,441,,,26.1926324929341,True,close,-34.5687333,-58.4547756
BLISS CLUB,Bar,Bar,"Discoteca Lolita
Fiesta colombiana y venezolana",5491160478638.0,"Avenida Niceto vegas, Cnel. Niceto Vega 5642, C1414BFF",3.9,821,,moderate,26.1757875407191,True,close,-34.5866432,-58.4399202
Anasagasti Bar & Restaurant,Bar,Restaurant,,,"Pje. Anasagasti 2067, C1425 Cdad. Autónoma de Buenos Aires",4.4,373,https://instagram.com/anasagasti_ba,moderate,26.066725508623943,True,close,-34.5888096,-58.4113944
Miravida Soho Hotel & Wine Bar,Bar,Hotel,Sophisticated rooms & suites in a polished hotel with a chic wine bar & breakfast.,5491147746433.0,"Darregueyra 2050, C1425FLA Cdad. Autónoma de Buenos Aires",4.7,254,http://www.miravidasoho.com/,,26.043938662244603,True,close,-34.5842916,-58.4277404
Doha BA Oficial,Bar,Bar,"DOHA BA OFICIAL - Godoy Cruz 2619, Palermo",5491150990990.0,"Godoy Cruz 2619, C1425 Cdad. Autónoma de Buenos Aires",4.0,669,http://instagram.com/dohabaoficial,moderate,26.029110849540047,True,close,-34.579607599999996,-58.4259916
La Uat,Bar,Bar,,,"Thames 1627, C1425 Cdad. Autónoma de Buenos Aires",4.1,569,https://www.instagram.com/lauatbar,moderate,26.01710907939724,True,open,-34.5878906,-58.430678799999995
Garito Loyola,Bar,Bar,Garito loyola pizza bar vermut,5491171805280.0,"Loyola 1184, C1414 Cdad. Autónoma de Buenos Aires",4.8,224,,,25.997281930581217,True,close,-34.5907178,-58.440567599999994
Enotek Vinos,Bar,Wine store,"Nos especializamos en tener la mejor logística entre las bodegas argentinas y nuestros clientes de gran y pequeña demanda, ofreciendo las mejores oportunidades y precios.

Esperamos que te sientas a gusto con nuestra experiencia, a través de nuestra tienda online, Locales al publico o contactándonos para un trato más directo y mercadería en volumen.",5491150548466.0,"O'Higgins 1321, C1426 Cdad. Autónoma de Buenos Aires",4.6,276,https://enotek.com.ar/,,25.870480528461755,True,close,-34.5673914,-58.446218599999995
Fulgor Café,Cafetería,Cafe,Resto | Café & viennoiserie | Take Away,,"Av. del Libertador 3598, C1425 Cdad. Autónoma de Buenos Aires",4.2,472,http://instagram.com/fulgorcafe,moderate,25.868200631666117,True,close,-34.5733033,-58.4192609
Soler Street Bar,Bar,Bar,"Bar de tragos, cerveza artesanal, hamburguesas, pizzas y minutas.",5491157209883.0,"Soler 5699, C1425 Cdad. Autónoma de Buenos Aires",4.4,353,,inexpensive,25.824906417788608,True,open,-34.5800702,-58.4334405
Malambo,Cafetería,Bakery,,5491149634912.0,"Paraguay 2999, C1425BRI Cdad. Autónoma de Buenos Aires",4.1,540,,inexpensive,25.80301904327057,True,close,-34.5955861,-58.4094475
Mos,Bar,Cafe,,5491147838200.0,"Av. del Libertador 5390, C1426 Cdad. Autónoma de Buenos Aires",4.2,464,,moderate,25.796557103466895,True,open,-34.5624046,-58.4425477
Mos,Cafetería,Cafe,,5491147838200.0,"Av. del Libertador 5390, C1426 Cdad. Autónoma de Buenos Aires",4.2,464,,moderate,25.796557103466895,True,open,-34.5624046,-58.4425477
Café Martinez,Cafetería,Coffee shop,,,"Charcas 4102, C1425BNH Cdad. Autónoma de Buenos Aires",4.1,535,https://www.cafemartinez.com/,moderate,25.764950060390287,True,close,-34.5852875,-58.4212555
Cafeto Espresso Bar,Cafetería,Cafe,,5491148327195.0,"Güemes 4299, C1425BLA Cdad. Autónoma de Buenos Aires",4.3,396,https://www.instagram.com/cafetobar_palermo/,inexpensive,25.73092600695492,True,close,-34.583281299999996,-58.4210156
Cinna® Coffee&Roll,Cafetería,Coffee shop,Cafetería de especialidad,,"Paraguay 4387, C1425 Cdad. Autónoma de Buenos Aires",4.3,389,https://www.instagram.com/cinna.coffee,,25.654430978231876,True,close,-34.5855819,-58.422858899999994
VINI BAR,Bar,Bar,Bar de vinos de pequeños productores organicos y agroecologicos.,,"República Árabe Siria 3037, C1425 Cdad. Autónoma de Buenos Aires",4.4,333,https://instagram.com/vini__bar?utm_medium=copy_link,,25.569020369097487,True,close,-34.5805298,-58.4133106
Doxa Cafe y Vino,Bar,Espresso bar,"DOXA combina café de especialidad cuidadosamente seleccionado y tostado, con una amplia carta de vinos nacionales e importados. Comida de autor que varía desde Hummus hasta tiraditos de pesca curada.
El sótano del local es una cava de vinos con una mesa para 8 personas destinada a degustaciones y cenas a puertas cerradas.
Estamos ubicados en el barrio de Palermo. Los esperamos",5491165854114.0,"Cabello 3965, C1425 Cdad. Autónoma de Buenos Aires",4.7,229,,inexpensive,25.55897275193902,True,close,-34.5793022,-58.4148848
EN BORGES BAR,Bar,Bar,"""Al mejor estilo Palermo, donde la diversidad está presente en nuestra coctelería, gastronomía, música y entre nuestra gente; esto es lo que nos hace únicos""",5491130658443.0,"Jorge Luis Borges 1637, C1414DGA Cuidad de Buenos Aires, Cdad. Autónoma de Buenos Aires",4.0,592,https://www.instagram.com/enborgesbar,,25.540777595990903,True,close,-34.5886502,-58.4296345
Biere,Bar,Bar,"Biere es un pequeño PUB con un gran corazon, te esperamos con las cervezas artesanales mas ricas de buenos aires, los vinos mas ricos, vermu, y muchas cosas mas",,"Bulnes 2587, C1425DKS Cdad. Autónoma de Buenos Aires",4.5,286,https://www.instagram.com/biere_bulnes/?hl=es,inexpensive,25.467669970918298,True,close,-34.5822752,-58.4066474
Mojo Specialty Coffee,Cafetería,Coffee shop,"Bienvenidos a Mojo Café de Especialidad! Ubicado estratégicamente en una de las esquinas más encantadoras de Belgrano, en la intersección de José Hernández y Moldes, nuestro café es el destino perfecto para los amantes del buen café.

En Mojo Café de Especialidad, nos apasiona la búsqueda incansable de la excelencia en cada taza que servimos. Nuestros baristas expertos dominan el arte de la preparación de café de especialidad, utilizando granos cuidadosamente seleccionados de diversas regiones del mundo y aplicando métodos de extracción meticulosos.

El ambiente acogedor y moderno de nuestro local te invita a relajarte y disfrutar de momentos únicos. Venite a Mojo",,"José Hernández 2696, C1426 Cdad. Autónoma de Buenos Aires",4.1,493,https://instagram.com/mojocafeteria,,25.43039562047048,True,close,-34.5673318,-58.4561949
La Casa de Bacus,Bar,Wine bar,,5491158774855.0,"Zabala 1615, C1426 Cdad. Autónoma de Buenos Aires",4.8,198,https://www.instagram.com/lacasa_debacus/?hl=es-la,moderate,25.40786315867756,True,close,-34.5631481,-58.4423308
La Guitarrita | Villa Crespo,Bar,Bar,,5491139040707.0,"Gurruchaga 732, C1414 Cdad. Autónoma de Buenos Aires, Argentina",4.2,421,,,25.389022318951252,True,close,-34.5953786,-58.4389151
Yolo Bar,Bar,Bar,,,"Charcas 4800, C1425 BNT, Cdad. Autónoma de Buenos Aires",3.9,666,http://www.yolobar.com.ar/,moderate,25.36088117907093,True,close,-34.5809484,-58.4270705
La República de Wai,Bar,Bar,"Pub Cervecero, rica comida, tragos, música en vivo y mucho verde! Un oasis en la city!!",5491153336318.0,"Peña 3186, C1425AVN Cdad. Autónoma de Buenos Aires",4.4,313,http://www.facebook.com/waibeer/,,25.297329137996314,True,close,-34.5850607,-58.406854499999994
Mística caballito,Cafetería,Cafe,,5491144322881.0,"Av. Rivadavia 5499, C1425 Cdad. Autónoma de Buenos Aires",4.0,554,https://www.facebook.com/cafemistica,moderate,25.275872454985738,True,open,-34.620937399999995,-58.4427694
Baum Palermo,Bar,Brewery,,5491147745704.0,"Honduras 5720, C1414BNH Cdad. Autónoma de Buenos Aires",4.0,554,,,25.275872454985738,True,close,-34.5832299,-58.4376458
Cofi Jaus,Cafetería,Coffee shop,,5491123131336.0,"Palpa 2596, C1426 C1426DOF, Cdad. Autónoma de Buenos Aires",4.2,389,https://instagram.com/cofijaus?igshid=MzRlODBiNWFlZA==,,25.05781630431951,True,close,-34.5713386,-58.448076
